"Subdivision";"Division";"Groupe";"Classe";"Taille Du Menage";"Dépenses";"Autoconsommation";"Ménages";"Dépenses moyennes par ménage";"Dépenses moyennes par ménage répondant";"Dépenses moyennes mensuelles par ménage";"Dépenses moyennes mensuelles par ménage répondant";"Dépenses moyennes par UC";"Dépenses moyennes par UC répondant";"Dépenses moyennes mensuelles par UC";"Dépenses moyennes mensuelles par UC répondant"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Vêtements  ";"4";"40054399.631625637";"5978395.4259298109";"356.29451411556084";"72113.75733885025";"112419.35546230263";"6009.4797782375208";"9368.2796218585518";"28023.535677724147";"43496.558213156459";"2335.2946398103454";"3624.7131844297055"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Vêtements  ";"5";"32353363.556195397";"12458142.264523078";"279.43034749339091";"91968.771177509567";"115783.28498110113";"7664.0642647924642";"9648.6070817584259";"29286.302973643709";"36740.857275221853";"2440.5252478036423";"3061.7381062684876"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Vêtements  ";"6 et +";"38579453.701283559";"15922240.246425511";"354.15226366477179";"84077.57894192863";"108934.65229351612";"7006.4649118273855";"9077.8876911263451";"19804.314300426955";"26104.548002120096";"1650.3595250355795";"2175.3790001766752"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"1";"35285.563637851963";"0";"6.4448518060005";"106.5495744360869";"5474.9999999998799";"8.8791312030072422";"456.24999999999";"106.5495744360869";"5474.9999999998799";"8.8791312030072422";"456.24999999999"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"2";"187731.56962048812";"0";"13.572255784722479";"485.95840727455504";"13832.00940198953";"40.496533939546254";"1152.6674501657942";"296.7657375490611";"8136.4761188173707";"24.730478129088425";"678.03967656811426"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"3";"0";"199275.3635946413";"6.3695321696917304";"0";"0";"0";"0";"0";"0";"0";"0"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"4";"567856.0688315524";"0";"49.987098832895619";"1022.3654611659454";"11360.05253535251";"85.197121763828775";"946.67104461270912";"397.29305522154277";"4372.4780065238438";"33.107754601795229";"364.37316721032033"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"5";"1639400.2627708593";"81738.955016660475";"42.194914450024179";"4660.2149224218865";"38853.029663386835";"388.35124353515721";"3237.7524719489033";"1483.9870577037609";"13699.844235524302";"123.66558814198008";"1141.6536862936919"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Autres articles vestimentaires et accessoires d'habillement";"6 et +";"509708.98915393197";"0";"31.740660888529618";"1110.8269729484155";"16058.549976132654";"92.568914412367945";"1338.2124980110545";"261.65318724099859";"4339.8858458192199";"21.804432270083215";"361.65715381826828"
"Marquises";"Articles d'habillement et articles chaussants";"Articles d'habillement  ";"Nettoyage, réparation et location de vêtements  ";"2";"711912.173468914";"0";"6.8428087900300296";"1842.8424512600666";"104038.00476";"153.57020427167222";"8669.8337300000003";"1125.3895210952323";"61198.826329411764";"93.782460091269357";"5099.9021941176461"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"1";"2986267.9616630916";"0";"77.111943764017241";"9017.4436132853807";"38726.39977539477";"751.45363444044847";"3227.1999812828976";"9017.4436132853807";"38726.39977539477";"751.45363444044847";"3227.1999812828976"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"2";"4480271.1750518326";"465016.47190837475";"154.17325750047922";"11597.54562744931";"29059.976079430679";"966.46213562077583";"2421.6646732858899";"7082.4048526942615";"18059.798894592659";"590.2004043911885";"1504.9832412160549"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"3";"7335099.2445537131";"166062.80299553441";"218.27667807033774";"17224.158196825392";"33604.594450489312";"1435.3465164021161";"2800.3828708741094";"8142.4872908458001";"16489.545003575862";"678.54060757048342";"1374.1287502979885"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"4";"9951742.321854692";"0";"297.355791909799";"17917.071220569655";"33467.457478929784";"1493.0892683808045";"2788.9547899108156";"6962.6060701660208";"13190.276482681647";"580.21717251383495";"1099.1897068901374"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"5";"7085662.0185044939";"1155169.8856762932";"211.15176350173303";"20141.943748418176";"33557.200285690902";"1678.4953123681817";"2796.4333571409088";"6413.9496433602026";"10477.258029107817";"534.49580361335018";"873.10483575898479"
"Marquises";"Articles d'habillement et articles chaussants";"Articles chaussants  ";"Chaussures et autres articles chaussants";"6 et +";"14691553.12084684";"5526572.863310921";"302.42169973030218";"32017.825520853377";"48579.692310269653";"2668.1521267377816";"4048.3076925224714";"7541.7380924963454";"11562.906188289377";"628.47817437469541";"963.57551569078134"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"1";"73891623.132334366";"0";"73.962791257859152";"223125.83922270665";"999037.78475211048";"18593.819935225554";"83253.148729342531";"223125.83922270665";"999037.78475211048";"18593.819935225554";"83253.148729342531"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"2";"64929881.616002664";"0";"73.42167993089754";"168076.26931594405";"884342.08638528676";"14006.355776328674";"73695.173865440564";"102641.04351601464";"520201.22728546278";"8553.4202930012198";"43350.102273788565"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"3";"16458551.20446657";"0";"57.681659732359094";"38647.696532091199";"285334.21681750624";"3220.6413776742666";"23777.851401458855";"18270.174613875675";"129849.0331729649";"1522.5145511563062";"10820.752764413741"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"4";"39319101.425940894";"0";"91.627198748002868";"70789.929822669612";"429120.41362388484";"5899.1608185558007";"35760.034468657068";"27509.093926249148";"164828.79927355403";"2292.4244938540955";"13735.733272796169"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"5";"8992620.7180009149";"0";"45.656714464204313";"25562.729379387409";"196961.62598496419";"2130.2274482822841";"16413.468832080347";"8140.1309145802516";"71528.955103971937";"678.34424288168759";"5960.7462586643287"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Loyers d'habitation réels  ";"Loyers réels des locataires et sous-locataires";"6 et +";"24402628.125397123";"0";"50.627423353502323";"53181.517511621547";"482004.14931266673";"4431.7931259684619";"40167.012442722225";"12526.805612483942";"134133.05335375314";"1043.9004677069952";"11177.754446146097"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"1";"2458243.1000285037";"13442119.481086755";"28.019087539579498";"7423.0004898521429";"87734.587950303976";"618.58337415434517";"7311.2156625253319";"7423.0004898521429";"87734.587950303976";"618.58337415434517";"7311.2156625253319"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"2";"5348286.8350962456";"0";"73.826137863598106";"13844.474625578345";"72444.353583520686";"1153.7062187981953";"6037.0294652933899";"8454.562492871486";"43070.48673189518";"704.54687440595717";"3589.207227657932"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"3";"29420068.082000528";"0";"88.811260566819342";"69083.715149730284";"331265.06587377639";"5756.976262477524";"27605.42215614803";"32658.389814067537";"153239.04469027056";"2721.5324845056284";"12769.920390855879"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"4";"10913421.4510908";"4232546.8505739747";"111.5625325542505";"19648.473912942372";"97823.357010865933";"1637.372826078531";"8151.9464175721614";"7635.4322674507803";"39163.199689081695";"636.28602228756495";"3263.5999740901411"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"5";"16157611.058069851";"0";"108.47232039588839";"45930.174511647296";"148956.07468430538";"3827.5145426372751";"12413.006223692115";"14625.888648486947";"47682.850792513942";"1218.8240540405789";"3973.5708993761618"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Produits pour l'entretien et la réparation du logement  ";"6 et +";"12296134.449345203";"4501550.0207028594";"126.78972115460049";"26797.404205103954";"96980.530735231805";"2233.1170170919963";"8081.710894602651";"6312.0777500029199";"24481.301736550169";"526.00647916690991";"2040.1084780458475"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Services d'entretien et de réparation du logement  ";"2";"795140.0383079059";"0";"27.501145612984629";"2058.2845355071713";"28912.978735419718";"171.5237112922643";"2409.41489461831";"1256.955984548918";"17505.335258579045";"104.74633204574316";"1458.7779382149206"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Services d'entretien et de réparation du logement  ";"3";"33237376.866716266";"0";"21.74094359011174";"78047.456225612012";"1528791.826764748";"6503.9546854676673";"127399.31889706233";"36895.876892086351";"636996.59448531165";"3074.6564076738628";"53083.04954044264"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Services d'entretien et de réparation du logement  ";"4";"4619393.7588626677";"0";"26.161035848000061";"8316.7353310221552";"176575.33844233493";"693.0612775851796";"14714.611536861246";"3231.8982933583497";"74608.938392321797";"269.32485777986244";"6217.4115326934834"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Services d'entretien et de réparation du logement  ";"5";"11726789.01057131";"0";"14.369898459063052";"33334.969122666174";"816066.24041071488";"2777.9140935555147";"68005.52003422624";"10615.103288258328";"241229.48964400179";"884.59194068819409";"20102.45747033348"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Entretien et réparation du logement";"Services d'entretien et de réparation du logement  ";"6 et +";"78379018.151124299";"0";"37.543988130884948";"170814.18873934858";"2087658.2923977403";"14234.515728279048";"173971.52436647835";"40234.958277081329";"524524.6236116006";"3352.9131897567772";"43710.385300966722"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"1";"3390999.2939627534";"0";"226.97090366636917";"10239.58510038406";"14940.23788594188";"853.29875836533836";"1245.01982382849";"10239.58510038406";"14940.23788594188";"853.29875836533836";"1245.01982382849"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"2";"3679374.6548443944";"0";"298.7654486198814";"9524.3599712565938";"12315.26159347045";"793.69666427138293";"1026.2717994558709";"5816.3490316071629";"7391.6067756166212";"484.69575263393028";"615.96723130138514"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"3";"4260217.9279906396";"0";"373.50398811466857";"10003.772968599693";"11406.084174615882";"833.64774738330777";"950.50701455132344";"4729.1480562657025";"5353.5736593203337";"394.09567135547519";"446.13113827669446"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"4";"5861213.7876525018";"0";"462.61180334450512";"10552.502413746486";"12669.831909342096";"879.37520114554047";"1055.8193257785081";"4100.721398988605";"4883.4703112837005";"341.72678324905041";"406.95585927364175"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"5";"3713465.9166919729";"0";"298.7208722372402";"10556.024463253252";"12431.223465840669";"879.6687052711045";"1035.9352888200558";"3361.4337418007121";"3942.6628681367747";"280.11947848339264";"328.55523901139787"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Adduction d'eau  ";"6 et +";"7133049.3746198071";"0";"425.306714788845";"15545.308819946253";"16771.541869874316";"1295.4424016621879";"1397.6284891561929";"3661.6680171065932";"3919.1437407788549";"305.13900142554945";"326.5953117315712"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"1";"1523604.1522496159";"0";"105.04991372977341";"4600.7306471676948";"14503.621165923849";"383.39422059730788";"1208.6350971603206";"4600.7306471676948";"14503.621165923849";"383.39422059730788";"1208.6350971603206"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"2";"1112820.804650363";"0";"122.01922625014899";"2880.6269872622452";"9120.0447572827015";"240.05224893852045";"760.00372977355846";"1759.1451854348265";"5364.7322101662976";"146.59543211956887";"447.06101751385808"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"3";"1504945.9898300327";"0";"174.18655731588029";"3533.8891734501121";"8639.8515076044241";"294.49076445417597";"719.9876256337019";"1670.5982001128275";"4133.2469552613775";"139.21651667606898";"344.43724627178148"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"4";"1402113.4118019645";"0";"215.8180228116621";"2524.3585541199782";"6496.7392135991659";"210.36321284333152";"541.39493446659719";"980.97026996315458";"2510.5387503512575";"81.747522496929534";"209.21156252927145"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"5";"1095059.2648444178";"0";"144.18999706837826";"3112.8526954967174";"7594.5577856216696";"259.40439129139315";"632.87981546847243";"991.24894228155097";"2332.8818354275463";"82.604078523462576";"194.40681961896217"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Enlèvement des ordures  ";"6 et +";"1512845.2652358527";"0";"191.79719644543596";"3296.9976246853507";"7887.733988156805";"274.74980205711256";"657.31116567973368";"776.60153906344181";"1823.3116898495059";"64.716794921953479";"151.94264082079215"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"1";"482700.15012595174";"0";"13.784764159432619";"1457.5789720695632";"35016.932066672343";"121.46491433913026";"2918.0776722226956";"1457.5789720695632";"35016.932066672343";"121.46491433913026";"2918.0776722226956"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"2";"585157.90595884086";"0";"13.685617580060059";"1514.7287403963526";"42757.142857141924";"126.2273950330294";"3563.0952380951603";"925.01659627943411";"25151.260504201131";"77.084716356619509";"2095.9383753500938"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"3";"503273.32108099142";"0";"14.07415353426795";"1181.7780522842957";"35758.691977859584";"98.481504357024647";"2979.890998154965";"558.66955362143256";"26678.865985997072";"46.555796135119387";"2223.2388321664225"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"4";"254979.14413726857";"0";"7.6406421616477704";"459.0632813346312";"33371.428571427838";"38.2552734445526";"2780.9523809523198";"178.39281598330402";"16685.714285713919";"14.866067998608667";"1390.4761904761599"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"5";"493937.25425335142";"0";"5.8115148832230199";"1404.0828315600277";"84992.857142855282";"117.00690263000232";"7082.7380952379399";"447.11258700838522";"33997.142857142113";"37.259382250698771";"2833.0952380951762"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Services d'assainissement  ";"6 et +";"734168.9363803888";"0";"17.43284983634647";"1600.0005387111073";"42114.108896279802";"133.3333782259256";"3509.5090746899837";"376.87709313529336";"8092.8527425368729";"31.406424427941111";"674.40439521140604"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"1";"2893758.8922417969";"0";"19.469524496584949";"8738.0998544756549";"148630.17803795755";"728.17498787297131";"12385.848169829796";"8738.0998544756549";"148630.17803795755";"728.17498787297131";"12385.848169829796"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"2";"1165076.7561022197";"0";"20.236164873238259";"3015.8957595283955";"57573.990101405027";"251.32464662736629";"4797.8325084504195";"1841.7513022711594";"33867.05300082649";"153.47927518926326";"2822.2544167355404"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"3";"7320454.2154106824";"0";"13.29708162585216";"17189.768982672093";"550530.89252142888";"1432.4807485560075";"45877.574376785742";"8126.2302560470234";"269898.10073389974";"677.18585467058529";"22491.508394491644"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"4";"67121.929168832663";"0";"6.6589215445270504";"120.84601333968969";"10080";"10.070501111640807";"839.99999999999989";"46.960977923016586";"3475.8620689655172";"3.9134148269180482";"289.65517241379314"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"5";"689873.76296760957";"0";"13.113194380349189";"1961.0586125777336";"52609.131151248825";"163.42155104814449";"4384.0942626040687";"624.47454654118064";"20168.113026653813";"52.039545545098385";"1680.6760855544844"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Adduction d'eau et autres services relatifs au logement  ";"Autres services relatifs au logement non définis ailleurs  ";"6 et +";"2134195.7279741005";"0";"26.746030625367837";"4651.1288414200453";"79794.858454617846";"387.59407011833707";"6649.5715378848199";"1095.5645795995647";"21234.681180348605";"91.297048299963734";"1769.5567650290504"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"1";"21493024.90072576";"0";"302.97782466051012";"64901.121603734675";"70939.267336838675";"5408.4268003112229";"5911.6056114032226";"64901.121603734675";"70939.267336838675";"5408.4268003112229";"5911.6056114032226"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"2";"26468006.439354535";"0";"352.6028492157522";"68514.583237137442";"75064.641418025451";"5709.5486030947868";"6255.3867848354548";"41840.578376387857";"45607.117182551061";"3486.7148646989881";"3800.5930985459213"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"3";"32466882.228250187";"0";"399.43643481749257";"76238.193514872371";"81281.724445304309";"6353.182792906031";"6773.4770371086934";"36040.572472581312";"38215.688254423076";"3003.3810393817762";"3184.6406878685898"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"4";"45286892.914646447";"0";"521.29453911787687";"81534.314240444539";"86873.90623980049";"6794.5261867037116";"7239.4921866500417";"31684.381016781706";"33721.202211812029";"2640.3650847318086";"2810.1001843176696"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"5";"35312200.111082561";"0";"337.2326211590198";"100379.66056140361";"104711.69719500928";"8364.9717134503026";"8725.9747662507743";"31964.645324212826";"33194.637643795526";"2663.7204436844022";"2766.219803649627"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Électricité  ";"6 et +";"42152519.72629986";"0";"425.93400262022323";"91864.489122386571";"98964.908805095882";"7655.3740935322148";"8247.0757337579907";"21638.506228687613";"23373.061954907149";"1803.2088523906343";"1947.7551629089289"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"1";"4748378.3313154988";"534940.25006413145";"317.68978481996129";"14338.37633021305";"14946.588018265878";"1194.8646941844208";"1245.5490015221565";"14338.37633021305";"14946.588018265878";"1194.8646941844208";"1245.5490015221565"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"2";"8062673.877755722";"1130349.4426119155";"373.51981154005017";"20870.885828787774";"21585.665950388851";"1739.2404857323147";"1798.8054958657376";"12745.46079163339";"13199.21287028243";"1062.1217326361159";"1099.9344058568693"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"3";"8928516.9079413116";"551145.7076172306";"405.70683950877719";"20965.795084449222";"22007.31177899738";"1747.1495903707687";"1833.9426482497815";"9911.2954065336926";"10384.322294579697";"825.94128387780768";"865.36019121497475"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"4";"11607643.286614722";"998643.33946153789";"535.64701969012071";"20898.347720731901";"21670.321797608256";"1741.5289767276581";"1805.8601498006881";"8121.1354749630736";"8375.4256805474033";"676.76128958025606";"697.95214004561706"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"5";"8047957.6816177545";"0";"351.78640686358591";"22877.398116006676";"22877.398116006665";"1906.4498430005565";"1906.4498430005553";"7285.0208162602976";"7285.0208162602994";"607.08506802169154";"607.08506802169165"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Gaz  ";"6 et +";"15048762.732803293";"498513.52010856435";"446.02853815107801";"32796.305163946017";"33739.461594060609";"2733.0254303288348";"2811.6217995050506";"7725.1074963529836";"8001.4127971202779";"643.75895802941534";"666.78439976002323"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Combustibles liquides  ";"3";"609727.61182155891";"0";"5.6916068406485003";"1431.7522494034158";"107127.49999999766";"119.31268745028466";"8927.2916666664714";"676.84146657198642";"48694.318181817114";"56.403455547665537";"4057.8598484847598"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Électricité, gaz et autres combustibles  ";"Combustibles liquides  ";"6 et +";"232651.78429479536";"0";"12.47808278187828";"507.02632835299607";"18644.834175380838";"42.252194029416337";"1553.7361812817364";"119.4290902718503";"4400.4216269840308";"9.9524241893208583";"366.70180224866931"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Achat d'un logement";"5";"2167108.3024091646";"0";"6.1009042580583497";"6160.2957366386154";"355211";"513.35797805321806";"29600.916666666668";"1961.6689996023665";"111003.43749999999";"163.47241663353054";"9250.2864583333321"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Achat d'un logement";"6 et +";"318476.60848458653";"0";"6.3695321696917304";"694.06742766110358";"50000";"57.838952305091958";"4166.666666666667";"163.48626656558719";"22727.272727272728";"13.623855547132266";"1893.939393939394"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"1";"46023681.834209777";"0";"28.616522818018549";"138974.78764251471";"1608290.5015011369";"11581.232303542893";"134024.20845842807";"138974.78764251471";"1608290.5015011369";"11581.232303542893";"134024.20845842807"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"2";"2644360.7146352269";"0";"47.820647291110717";"6845.1423686562239";"55297.468027514165";"570.4285307213521";"4608.1223356261808";"4180.200801660164";"32527.922369125979";"348.35006680501368";"2710.6601974271648"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"3";"4385841.8624406261";"0";"41.349155310998412";"10298.761004634895";"106068.47538851757";"858.23008371957462";"8839.0396157097985";"4868.5996513405134";"49502.119459630136";"405.71663761170947";"4125.1766216358446"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"4";"2027469.8060823162";"0";"33.699111844560413";"3650.2473374291831";"60163.894390871996";"304.18727811909855";"5013.6578659059987";"1418.4926741829256";"25432.503944650627";"118.20772284857713";"2119.3753287208856"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"5";"37903370.720412664";"0";"31.045188842902597";"107745.41022874336";"1220909.6524493506";"8978.7841857286148";"101742.47103744588";"34310.17602581776";"357942.45848203177";"2859.1813354848132";"29828.53820683598"
"Marquises";"Logement, eau, électricité, gaz et autres combustibles";"Achat, agrandissement et grosses réparations du logement";"Travaux de construction, d'agrandissement ou d'embellissement d'un logement";"6 et +";"3391156.7664133972";"0";"38.62148589188066";"7390.4688474915265";"87804.92744134205";"615.87240395762717";"7317.0772867785054";"1740.8109239721048";"30153.412217331443";"145.06757699767542";"2512.784351444287"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"1";"787940.99952595658";"0";"27.03230605160315";"2379.2953696841228";"29148.123656998465";"198.27461414034357";"2429.0103047498719";"2379.2953696841228";"29148.123656998465";"198.27461414034357";"2429.0103047498719"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"2";"3155660.4480957384";"0";"60.969565766628016";"8168.6832340241226";"51757.961671805184";"680.72360283534363";"4313.1634726504326";"4988.4625277821588";"30445.859806944223";"415.70521064851323";"2537.1549839120185"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"3";"13065422.950728981";"0";"46.794463661489402";"30680.009132648247";"279208.73386313597";"2556.6674277206876";"23267.394488594662";"14503.558408541821";"125841.75664046902";"1208.6298673784852";"10486.81305337242"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"4";"2746956.1762504121";"0";"77.333999233160171";"4945.6072974857479";"35520.679177193517";"412.13394145714562";"2960.0565980994602";"1921.8718821968735";"13129.195601829844";"160.15599018307279";"1094.0996334858203"
