"Subdivision";"Division";"Groupe";"Classe";"Taille Du Menage";"Dépenses";"Autoconsommation";"Ménages";"Dépenses moyennes par ménage";"Dépenses moyennes par ménage répondant";"Dépenses moyennes mensuelles par ménage";"Dépenses moyennes mensuelles par ménage répondant";"Dépenses moyennes par UC";"Dépenses moyennes par UC répondant";"Dépenses moyennes mensuelles par UC";"Dépenses moyennes mensuelles par UC répondant"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"5";"994017.77903794195";"0";"24.866782593558483";"2825.6287327878417";"39973.718968188245";"235.46906106565351";"3331.1432473490204";"899.78606977075992";"11745.02775852742";"74.982172480896665";"978.75231321061824"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Meubles et articles d'ameublement  ";"6 et +";"27319002.427163113";"0";"59.856018788802707";"59537.276006272914";"456411.95288240071";"4961.4396671894092";"38034.329406866731";"14023.892474756962";"121947.56856549303";"1168.657706229747";"10162.297380457752"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Meubles, articles d'ameublement, tapis et autres revêtements de sol  ";"Réparation de meuble, armoire, table, chaise, canapé, étagère, fauteuil, pouf, bureau, lit, sommier, salon, cuisine, mobilier jardin, berceau, parc, lampadaire, lampe, spot, luminaire, décoration, miroir, tableau, sculpture, bibelot, lino, tapis, moquette";"6 et +";"2522841.7009542175";"0";"6.4511020663670902";"5498.118866906364";"391071.42857142002";"458.17657224219704";"32589.285714285004";"1295.0714741266222";"90946.843853818616";"107.92262284388519";"7578.9036544848841"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"1";"31051.476447601784";"0";"20.736207444115919";"93.764170385958849";"1497.4520548796359";"7.813680865496571";"124.78767123996965";"93.764170385958849";"1497.4520548796359";"7.813680865496571";"124.78767123996965"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"2";"2271457.2357830224";"0";"60.201497122172633";"5879.8514428066328";"37730.909435247726";"489.9876202338861";"3144.2424529373106";"3590.7156332364316";"22491.69507033734";"299.22630276970261";"1874.3079225281115"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"3";"1041776.0793320914";"0";"54.205195396008001";"2446.2812837069127";"19219.118605166288";"203.85677364224273";"1601.5932170971907";"1156.4463142290895";"8795.3947445648628";"96.37052618575747";"732.94956204707194"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"4";"3327405.0690677939";"202316.84753930976";"78.253237916588361";"5990.6448211835686";"42520.989005139178";"499.22040176529737";"3543.4157504282648";"2327.9753416560461";"16650.841482133132";"193.99794513800381";"1387.5701235110944"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"5";"1715351.2658594039";"618064.21464021911";"80.330476057401853";"4876.1158259437116";"21353.679824250801";"406.34298549530934";"1779.4733186875667";"1552.7379955696115";"6503.2472966676269";"129.39483296413428";"541.93727472230216"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Articles de ménage en textiles  ";"Articles de ménage en textiles  ";"6 et +";"4810709.7783305421";"5001699.0696567949";"110.94548976695073";"10484.151338328491";"43361.021601110566";"873.67927819404099";"3613.4184667592144";"2469.5219687630147";"9438.3781348330212";"205.79349739691787";"786.53151123608507"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"1";"2403807.6696148673";"0";"49.881902392664429";"7258.6252795155206";"48189.975809109645";"604.88543995962675";"4015.8313174258033";"7258.6252795155206";"48189.975809109645";"604.88543995962675";"4015.8313174258033"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"2";"16225056.223512806";"0";"120.8323813640305";"41999.875120939119";"134277.38525347557";"3499.9895934115939";"11189.782104456297";"25648.540555430754";"79501.141844028229";"2137.3783796192297";"6625.09515366902"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"3";"10067224.600072946";"0";"126.68432912379046";"23639.68957112301";"79467.008032506448";"1969.9741309269175";"6622.2506693755367";"11175.342776861306";"37788.745583347627";"931.27856473844224";"3149.0621319456359"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"4";"7859097.3972176816";"0";"162.3636089901739";"14149.482898699076";"48404.303440269716";"1179.1235748915897";"4033.6919533558098";"5498.514478587882";"18687.491162464226";"458.20953988232338";"1557.2909302053522"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"5";"6879153.7727609631";"0";"107.04530102641014";"19554.916388308695";"64263.949064552988";"1629.5763656923914";"5355.3290887127487";"6227.0181349593522";"20428.383268693477";"518.91817791327935";"1702.3652723911232"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Gros appareils ménagers électriques ou non";"6 et +";"7911432.5360597009";"0";"160.72882407236759";"17241.666995719315";"49222.238647733815";"1436.8055829766095";"4101.8532206444852";"4061.2419689482899";"11664.761641152852";"338.43683074569083";"972.06347009607111"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Petits appareils électroménagers  ";"2";"529424.59015935496";"0";"13.1010945863564";"1370.458528237576";"40410.714285713395";"114.20487735313134";"3367.5595238094493";"836.91346795250774";"23771.008403360822";"69.742788996042322";"1980.9173669467352"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Petits appareils électroménagers  ";"4";"335864.46435736137";"0";"5.7255433802169398";"604.68884078057704";"58660.714285713009";"50.390736731714746";"4888.3928571427505";"234.98317004773511";"20227.832512314828";"19.581930837311258";"1685.6527093595691"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Petits appareils électroménagers  ";"5";"1588981.4746880305";"0";"6.5704220187116897";"4516.8927613061496";"241838.57142856612";"376.4077301088459";"20153.214285713842";"1438.3479110724393";"71128.991596637105";"119.86232592270328";"5927.4159663864248"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Réparation de réfrigérateur, frigo, congélateur, lave-linge, sèche-linge, lave-vaisselle, fer, cuisinière, réchaud, four, micro-onde, chauffe-eau, ventilateur, clim, aspirateur, machine à coudre, cafetière, mixeur, robot, cooker, autre électro-ménager";"1";"69642.238300882658";"0";"7.2313447442379202";"210.29424185747027";"9630.6068599999999";"17.52452015478919";"802.55057166666666";"210.29424185747027";"9630.6068599999999";"17.52452015478919";"802.55057166666666"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Réparation de réfrigérateur, frigo, congélateur, lave-linge, sèche-linge, lave-vaisselle, fer, cuisinière, réchaud, four, micro-onde, chauffe-eau, ventilateur, clim, aspirateur, machine à coudre, cafetière, mixeur, robot, cooker, autre électro-ménager";"2";"25234.298279374561";"0";"6.5505472931781998";"65.321029517443506";"3852.2427440000001";"5.4434191264536258";"321.02022866666664";"39.89033467067074";"2266.0251435294117";"3.3241945558892283";"188.83542862745099"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Réparation de réfrigérateur, frigo, congélateur, lave-linge, sèche-linge, lave-vaisselle, fer, cuisinière, réchaud, four, micro-onde, chauffe-eau, ventilateur, clim, aspirateur, machine à coudre, cafetière, mixeur, robot, cooker, autre électro-ménager";"4";"6134.2460208423863";"0";"6.3695321696917304";"11.044068393789129";"963.06068600000003";"0.92033903281576068";"80.25505716666666";"4.2917448220915242";"437.75485727272724";"0.35764540184096033";"36.479571439393943"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Réparation de réfrigérateur, frigo, congélateur, lave-linge, sèche-linge, lave-vaisselle, fer, cuisinière, réchaud, four, micro-onde, chauffe-eau, ventilateur, clim, aspirateur, machine à coudre, cafetière, mixeur, robot, cooker, autre électro-ménager";"5";"38477.673304154407";"0";"6.6589215445270504";"109.37794227812537";"5778.3641160000006";"9.1148285231771151";"481.53034300000002";"34.830035404172449";"1992.5393503448279";"2.9025029503477042";"166.044945862069"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Appareils ménagers  ";"Réparation de réfrigérateur, frigo, congélateur, lave-linge, sèche-linge, lave-vaisselle, fer, cuisinière, réchaud, four, micro-onde, chauffe-eau, ventilateur, clim, aspirateur, machine à coudre, cafetière, mixeur, robot, cooker, autre électro-ménager";"6 et +";"93087.489807669801";"0";"12.36610040010936";"202.86888542825426";"7527.6349694562223";"16.905740452354522";"627.30291412135182";"47.785381303301037";"1655.8459811645914";"3.9821151086084199";"137.98716509704929"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"1";"532195.65929754544";"1146042.7084707269";"21.26537957464587";"1607.0374161192835";"25026.388897946959";"133.91978467660695";"2085.5324081622466";"1607.0374161192835";"25026.388897946959";"133.91978467660695";"2085.5324081622466"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"2";"733622.11288651114";"964139.86547686241";"47.462847888082223";"1899.040391770181";"15456.765565698839";"158.25336598084843";"1288.0637971415699";"1159.7085554293783";"9092.2150386463763";"96.642379619114863";"757.68458655386473"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"3";"2269039.3703967356";"3834702.1124095265";"40.568050145676743";"5328.1205567268817";"55931.684225610792";"444.01004639390686";"4660.9736854675666";"2518.7967633297212";"25147.248616528817";"209.89973027747678";"2095.6040513774014"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"4";"4972864.9277480198";"0";"97.394025483359826";"8953.1232018604915";"51059.240061883";"746.09360015504092";"4254.9366718235833";"3479.1997634441595";"19689.789853170481";"289.93331362034655";"1640.8158210975403"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"5";"1986305.9495393212";"1501294.9381305797";"56.318121769061797";"5646.3408215473282";"35269.3926421121";"470.5284017956107";"2939.1160535093413";"1798.0064958476396";"10582.423102022292";"149.83387465396996";"881.86859183519107"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Verrerie, vaisselle et ustensiles de ménage  ";"Verrerie, vaisselle et ustensiles de ménage  ";"6 et +";"7607761.9825409036";"262426.37830285518";"96.999522503456703";"16579.866931532135";"78430.921990051967";"1381.6555776276778";"6535.9101658376649";"3905.356218666896";"18203.904214004033";"325.44635155557467";"1516.9920178336693"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Outillage pour la maison et le jardin  ";"Gros outillage et matériel";"1";"1159359.6984973771";"0";"20.70725274473741";"3500.8448146406167";"55988.098121418814";"291.73706788671808";"4665.6748434515675";"3500.8448146406167";"55988.098121418814";"291.73706788671808";"4665.6748434515675"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Outillage pour la maison et le jardin  ";"Gros outillage et matériel";"2";"1412496.695197132";"0";"33.337259459594662";"3656.3623564550376";"42369.910367380449";"304.6968630379198";"3530.8258639483711";"2232.872310092489";"24923.47668669439";"186.07269250770742";"2076.9563905578661"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Outillage pour la maison et le jardin  ";"Gros outillage et matériel";"3";"3680843.0460725897";"0";"53.797544683029223";"8643.2944953420774";"68420.279545466605";"720.27454127850649";"5701.6899621222165";"4086.0003011544436";"30793.227527848936";"340.50002509620367";"2566.102293987411"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Outillage pour la maison et le jardin  ";"Gros outillage et matériel";"4";"1373179.5208656983";"0";"32.930070307802858";"2472.2661096185957";"41699.866050401972";"206.02217580154962";"3474.9888375334972";"960.72705242887821";"14976.608945056065";"80.060587702406508";"1248.0507454213389"
"Marquises";"Ameublement, équipement ménager, entretien de la maison";"Outillage pour la maison et le jardin  ";"Gros outillage et matériel";"5";"2491895.8833463313";"294316.29268581863";"44.107025862199961";"7083.5479561682678";"56496.574743705489";"590.29566301402235";"4708.0478953087913";"2255.6671021761949";"18323.824351691539";"187.97225851468289";"1526.9853626409617"
